item_num,ele1,description,fabrication_id,item_size,inventory_type,season,season_yr,prod_line,sbu_id,ats,avail_date,warehouse_id,inv_status,cc_sort,company,item_image,item_description_long,commodity,commodity_description,item_num_display,wholesale,msrp,landed_cost,compute_0025,latest_receipt_date,body_number,image_file_path,ele2,ele3,ele4,ele5,item_class,collection_group_code,description
SAXONY,443,SEAFOAM,,202  ,S,S ,2024,TJX ,CDL,0,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SAXONY.JPG,SAXONY 2PK OVEN MITTENS,OVEN MITTS,OVEN MITTS,SAXONY-443-202,0,0,2.13,A,12/26/2023 00:00:00,XONY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,202, , , ,FG  ,STOCK     ,STOCK
SAXONY,443,SEAFOAM,,202  ,S,S ,2024,TJX ,CDL,120,01/06/2024,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SAXONY.JPG,SAXONY 2PK OVEN MITTENS,OVEN MITTS,OVEN MITTS,SAXONY-443-202,0,0,2.13,A,12/26/2023 00:00:00,XONY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,202, , , ,FG  ,STOCK     ,STOCK
SAXONY,443,SEAFOAM,,202  ,S,S ,2024,TJX ,CDL,120,01/11/2024,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SAXONY.JPG,SAXONY 2PK OVEN MITTENS,OVEN MITTS,OVEN MITTS,SAXONY-443-202,0,0,2.13,A,12/26/2023 00:00:00,XONY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,202, , , ,FG  ,STOCK     ,STOCK
SAXONY,443,SEAFOAM,,210  ,S,S ,2024,TJX ,CDL,800,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SAXONY.JPG,SAXONY 2PK LINE MINI OVEN MITTENS,OVEN MITTS,OVEN MITTS,SAXONY-443-210,0,0,1.68,A,12/19/2023 00:00:00,XONY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,210, , , ,FG  ,STOCK     ,STOCK
SAXONY,443,SEAFOAM,,210  ,S,S ,2024,TJX ,CDL,120,01/06/2024,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SAXONY.JPG,SAXONY 2PK LINE MINI OVEN MITTENS,OVEN MITTS,OVEN MITTS,SAXONY-443-210,0,0,1.68,A,12/19/2023 00:00:00,XONY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,210, , , ,FG  ,STOCK     ,STOCK
SAXONY,443,SEAFOAM,,210  ,S,S ,2024,TJX ,CDL,120,01/11/2024,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SAXONY.JPG,SAXONY 2PK LINE MINI OVEN MITTENS,OVEN MITTS,OVEN MITTS,SAXONY-443-210,0,0,1.68,A,12/19/2023 00:00:00,XONY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,210, , , ,FG  ,STOCK     ,STOCK
SAXONY,443,SEAFOAM,,302  ,S,F ,2020,BEA ,CDL,840,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SAXONY.JPG,SAXONY DUSTY AQUA 60 X 84 TABLECLOTH,TABLECLOTH,TABLECLOTH,SAXONY-443-302,0,0,2.6,A,12/29/2023 00:00:00,XONY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,302, , , ,FG  ,,
SAXONY,443,SEAFOAM,,302  ,S,F ,2020,BEA ,CDL,160,01/06/2024,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SAXONY.JPG,SAXONY DUSTY AQUA 60 X 84 TABLECLOTH,TABLECLOTH,TABLECLOTH,SAXONY-443-302,0,0,2.6,A,12/29/2023 00:00:00,XONY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,302, , , ,FG  ,,
SAXONY,443,SEAFOAM,,304  ,S,F ,2020,BEA ,CDL,630,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SAXONY.JPG,SAXONY DUSTY AQUA 60 X 104 TABLECLOTH,TABLECLOTH,TABLECLOTH,SAXONY-443-304,0,0,3.07,A,12/29/2023 00:00:00,XONY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,304, , , ,FG  ,,
SAXONY,443,SEAFOAM,,306  ,S,F ,2020,BEA ,CDL,210,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SAXONY.JPG,SAXONY DUSTY AQUA 60 X 120 TABLECLOTH,TABLECLOTH,TABLECLOTH,SAXONY-443-306,0,0,3.5,A,12/29/2023 00:00:00,XONY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,306, , , ,FG  ,,
SAXONY,443,SEAFOAM,,311  ,S,F ,2020,BEA ,CDL,2,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SAXONY.JPG,SAXONY DUSTY AQUA SET 4 NAPKINS,NAPKINS,NAPKINS,SAXONY-443-311,0,0,1.81792,A,3/24/2022 00:00:00,XONY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,311, , , ,FG  ,,
SAXONY,443,SEAFOAM,,319  ,S,S ,2022,ATH ,CDL,44,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SAXONY.JPG,SAXONY DUSTY AQUA 60RD,TABLECLOTH,TABLECLOTH,SAXONY-443-319,0,0,3.72868,A,3/24/2022 00:00:00,XONY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,319, , , ,FG  ,,
SAXONY,502,LILAC,,202  ,S,S ,2024,TJX ,CDL,0,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SAXONY.JPG,SAXONY 2PK OVEN MITTENS,OVEN MITTS,OVEN MITTS,SAXONY-502-202,0,0,2.13,A,12/26/2023 00:00:00,XONY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,202, , , ,FG  ,STOCK     ,STOCK
SAXONY,502,LILAC,,210  ,S,S ,2024,TJX ,CDL,800,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SAXONY.JPG,SAXONY 2PK LINE MINI OVEN MITTENS,OVEN MITTS,OVEN MITTS,SAXONY-502-210,0,0,1.68,A,12/19/2023 00:00:00,XONY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,210, , , ,FG  ,STOCK     ,STOCK
SAXONY,502,LILAC,,302  ,S,S ,2021,TJX ,CDL,740,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SAXONY.JPG,SAXONY 60/84 TC,TABLECLOTH,TABLECLOTH,SAXONY-502-302,0,0,2.6,A,12/29/2023 00:00:00,XONY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,302, , , ,FG  ,STOCK     ,STOCK
SAXONY,502,LILAC,,304  ,S,S ,2021,TJX ,CDL,630,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SAXONY.JPG,SAXONY 60/104 TC,TABLECLOTH,TABLECLOTH,SAXONY-502-304,0,0,3.07,A,12/29/2023 00:00:00,XONY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,304, , , ,FG  ,STOCK     ,STOCK
SAXONY,502,LILAC,,306  ,S,S ,2021,TJX ,CDL,200,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SAXONY.JPG,SAXONY 60/120 TC,TABLECLOTH,TABLECLOTH,SAXONY-502-306,0,0,3.5,A,12/29/2023 00:00:00,XONY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,306, , , ,FG  ,STOCK     ,STOCK
SAXONY,600,RED,,202  ,S,S ,2024,TJX ,CDL,10,10/26/2023,AZ ,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SAXONY.JPG,SAXONY 2PK OVEN MITTENS,OVEN MITTS,OVEN MITTS,SAXONY-600-202,0,0,2.58,A,11/8/2023 00:00:00,XONY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,202, , , ,FG  ,STOCK     ,STOCK
SAXONY,600,RED,,302  ,S,S ,2021,BEA ,CDL,1060,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SAXONY.JPG,SAXONY RED 60/84 TC,TABLECLOTH,TABLECLOTH,SAXONY-600-302,0,0,3.28018,A,10/27/2023 00:00:00,XONY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,302, , , ,FG  ,,
SAXONY,600,RED,,304  ,S,S ,2021,BEA ,CDL,740,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SAXONY.JPG,SAXONY RED 60/104 TC,TABLECLOTH,TABLECLOTH,SAXONY-600-304,0,0,3.86194,A,10/27/2023 00:00:00,XONY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,304, , , ,FG  ,,
SAXONY,600,RED,,308  ,S,S ,2023,TJX ,CDL,450,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SAXONY.JPG,SAXONY 70 ROUND,TABLECLOTH,TABLECLOTH,SAXONY-600-308,0,0,3.2445,A,10/27/2023 00:00:00,XONY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,308, , , ,FG  ,STOCK     ,STOCK
SAXONY,700,YELLOW,,302  ,S,S ,2023,TJX ,CDL,200,03/01/2024,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SAXONY.JPG,60/84 TC,TABLECLOTH,TABLECLOTH,SAXONY-700-302,0,0,2.6,A,,XONY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,302, , , ,FG  ,STOCK     ,STOCK
SAXONY,700,YELLOW,,302  ,S,S ,2023,TJX ,CDL,800,03/21/2024,AZ ,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SAXONY.JPG,60/84 TC,TABLECLOTH,TABLECLOTH,SAXONY-700-302,0,0,2.6,A,,XONY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,302, , , ,FG  ,STOCK     ,STOCK
SAXONY,700,YELLOW,,304  ,S,S ,2023,TJX ,CDL,600,03/21/2024,AZ ,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SAXONY.JPG,60/104 TC,TABLECLOTH,TABLECLOTH,SAXONY-700-304,0,0,3.07,A,,XONY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,304, , , ,FG  ,STOCK     ,STOCK
SAXONY,700,YELLOW,,306  ,S,S ,2023,TJX ,CDL,400,03/21/2024,AZ ,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SAXONY.JPG,60/120 TC,TABLECLOTH,TABLECLOTH,SAXONY-700-306,0,0,3.5,A,,XONY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,306, , , ,FG  ,STOCK     ,STOCK
SAXONY,701,BUTTER,,302  ,S,S ,2021,TJX ,CDL,790,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SAXONY.JPG,SAXONY 60/84 TC,TABLECLOTH,TABLECLOTH,SAXONY-701-302,0,0,2.6,A,12/29/2023 00:00:00,XONY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,302, , , ,FG  ,STOCK     ,STOCK
SAXONY,701,BUTTER,,302  ,S,S ,2021,TJX ,CDL,160,01/06/2024,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SAXONY.JPG,SAXONY 60/84 TC,TABLECLOTH,TABLECLOTH,SAXONY-701-302,0,0,2.6,A,12/29/2023 00:00:00,XONY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,302, , , ,FG  ,STOCK     ,STOCK
SAXONY,701,BUTTER,,304  ,S,S ,2021,TJX ,CDL,630,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SAXONY.JPG,SAXONY 60/104 TC,TABLECLOTH,TABLECLOTH,SAXONY-701-304,0,0,3.07,A,12/29/2023 00:00:00,XONY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,304, , , ,FG  ,STOCK     ,STOCK
SAXONY,701,BUTTER,,304  ,S,S ,2021,TJX ,CDL,160,01/06/2024,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SAXONY.JPG,SAXONY 60/104 TC,TABLECLOTH,TABLECLOTH,SAXONY-701-304,0,0,3.07,A,12/29/2023 00:00:00,XONY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,304, , , ,FG  ,STOCK     ,STOCK
SAXONY,701,BUTTER,,306  ,S,S ,2021,TJX ,CDL,210,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SAXONY.JPG,SAXONY 60/120 TC,TABLECLOTH,TABLECLOTH,SAXONY-701-306,0,0,3.5,A,12/29/2023 00:00:00,XONY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,306, , , ,FG  ,STOCK     ,STOCK
SAXONY,710,GOLD,,202  ,S,S ,2024,TJX ,CDL,0,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SAXONY.JPG,SAXONY 2PK OVEN MITTENS,OVEN MITTS,OVEN MITTS,SAXONY-710-202,0,0,2.13,A,12/19/2023 00:00:00,XONY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,202, , , ,FG  ,STOCK     ,STOCK
SAXONY,710,GOLD,,202  ,S,S ,2024,TJX ,CDL,120,01/06/2024,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SAXONY.JPG,SAXONY 2PK OVEN MITTENS,OVEN MITTS,OVEN MITTS,SAXONY-710-202,0,0,2.13,A,12/19/2023 00:00:00,XONY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,202, , , ,FG  ,STOCK     ,STOCK
SAXONY,710,GOLD,,202  ,S,S ,2024,TJX ,CDL,120,01/11/2024,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SAXONY.JPG,SAXONY 2PK OVEN MITTENS,OVEN MITTS,OVEN MITTS,SAXONY-710-202,0,0,2.13,A,12/19/2023 00:00:00,XONY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,202, , , ,FG  ,STOCK     ,STOCK
SAXONY,800,ORANGE,,302  ,S,S ,2023,TJX ,CDL,800,03/21/2024,AZ ,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SAXONY.JPG,60/84 TC,TABLECLOTH,TABLECLOTH,SAXONY-800-302,0,0,2.6,A,,XONY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,302, , , ,FG  ,STOCK     ,STOCK
SAXONY,800,ORANGE,,304  ,S,S ,2023,TJX ,CDL,600,03/21/2024,AZ ,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SAXONY.JPG,60/104 TC,TABLECLOTH,TABLECLOTH,SAXONY-800-304,0,0,3.07,A,,XONY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,304, , , ,FG  ,STOCK     ,STOCK
SAXONY,800,ORANGE,,306  ,S,S ,2023,TJX ,CDL,400,03/21/2024,AZ ,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SAXONY.JPG,60/120 TC,TABLECLOTH,TABLECLOTH,SAXONY-800-306,0,0,3.5,A,,XONY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,306, , , ,FG  ,STOCK     ,STOCK
SAXONY,802,CORAL,,202  ,S,S ,2024,TJX ,CDL,0,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SAXONY.JPG,SAXONY 2PK OVEN MITTENS,OVEN MITTS,OVEN MITTS,SAXONY-802-202,0,0,2.13,A,12/26/2023 00:00:00,XONY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,202, , , ,FG  ,STOCK     ,STOCK
SAXONY,802,CORAL,,202  ,S,S ,2024,TJX ,CDL,120,01/06/2024,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SAXONY.JPG,SAXONY 2PK OVEN MITTENS,OVEN MITTS,OVEN MITTS,SAXONY-802-202,0,0,2.13,A,12/26/2023 00:00:00,XONY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,202, , , ,FG  ,STOCK     ,STOCK
SAXONY,802,CORAL,,202  ,S,S ,2024,TJX ,CDL,120,01/11/2024,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SAXONY.JPG,SAXONY 2PK OVEN MITTENS,OVEN MITTS,OVEN MITTS,SAXONY-802-202,0,0,2.13,A,12/26/2023 00:00:00,XONY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,202, , , ,FG  ,STOCK     ,STOCK
SAXONY,802,CORAL,,210  ,S,S ,2024,TJX ,CDL,800,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SAXONY.JPG,SAXONY 2PK LINE MINI OVEN MITTENS,OVEN MITTS,OVEN MITTS,SAXONY-802-210,0,0,1.68,A,12/19/2023 00:00:00,XONY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,210, , , ,FG  ,STOCK     ,STOCK
SAXONY,802,CORAL,,210  ,S,S ,2024,TJX ,CDL,120,01/06/2024,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SAXONY.JPG,SAXONY 2PK LINE MINI OVEN MITTENS,OVEN MITTS,OVEN MITTS,SAXONY-802-210,0,0,1.68,A,12/19/2023 00:00:00,XONY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,210, , , ,FG  ,STOCK     ,STOCK
SAXONY,802,CORAL,,210  ,S,S ,2024,TJX ,CDL,120,01/11/2024,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SAXONY.JPG,SAXONY 2PK LINE MINI OVEN MITTENS,OVEN MITTS,OVEN MITTS,SAXONY-802-210,0,0,1.68,A,12/19/2023 00:00:00,XONY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,210, , , ,FG  ,STOCK     ,STOCK
SAXONY,802,CORAL,,302  ,S,F ,2020,BEA ,CDL,560,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SAXONY.JPG,SAXONY CORAL 60X84,TABLECLOTH,TABLECLOTH,SAXONY-802-302,0,0,2.6,A,12/29/2023 00:00:00,XONY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,302, , , ,FG  ,,
SAXONY,802,CORAL,,302  ,S,F ,2020,BEA ,CDL,160,01/06/2024,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SAXONY.JPG,SAXONY CORAL 60X84,TABLECLOTH,TABLECLOTH,SAXONY-802-302,0,0,2.6,A,12/29/2023 00:00:00,XONY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,302, , , ,FG  ,,
SAXONY,802,CORAL,,304  ,S,F ,2020,BEA ,CDL,490,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SAXONY.JPG,SAXONY CORAL 60X104,TABLECLOTH,TABLECLOTH,SAXONY-802-304,0,0,3.07,A,12/29/2023 00:00:00,XONY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,304, , , ,FG  ,,
SAXONY,802,CORAL,,306  ,S,F ,2020,BEA ,CDL,300,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SAXONY.JPG,SAXONY CORAL 60X120,TABLECLOTH,TABLECLOTH,SAXONY-802-306,0,0,3.5,A,12/29/2023 00:00:00,XONY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,306, , , ,FG  ,,
SAXONY,802,CORAL,,319  ,S,S ,2022,ATH ,CDL,88,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SAXONY.JPG,SAXONY CORAL PINK 60RD,TABLECLOTH,TABLECLOTH,SAXONY-802-319,0,0,3.72868,A,3/24/2022 00:00:00,XONY,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,319, , , ,FG  ,,
SBLISS,700,YELLOW,,211  ,S,S ,2022,TJX ,CDL,24,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SBLISS.JPG,SUNFLOWER BLISS 2PK 16X19 DISH DRY MAT,DRYMAT,DRY MAT,SBLISS-700-211,0,0,2.29158,A,7/5/2023 00:00:00,LISS,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,211, , , ,FG  ,STOCK     ,STOCK
SCCLNTECLYP,960,MULTI,,326  ,S,S ,2023,ROSS,CDL,-2000,,DIR,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SCCLNTECLYP.JPG,SCCLNTECLYP SET OF 6 PRINTED PLACEMAT DI,PLACEMATS,PLACEMATS,SCCLNTECLYP-960-326,0,0,0,A,,CLNT,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,326, , , ,FG  ,COR       ,CORE
SCDNBFLY,960,MULTI,,206  ,S,S ,2021,TJX ,CDL,0,,DIR,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SCDNBFLY.JPG,SCANDANVIAN BUTTERFLY 2PK 18X28 KT,KITCHEN,KITCHEN TOWELS,SCDNBFLY-960-206,0,0,1.93,A,12/31/2021 00:00:00,DNBF,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,206, , , ,FG  ,,
SCDNBFLY,960,MULTI,,206  ,S,S ,2021,TJX ,CDL,556,11/11/2021,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SCDNBFLY.JPG,SCANDANVIAN BUTTERFLY 2PK 18X28 KT,KITCHEN,KITCHEN TOWELS,SCDNBFLY-960-206,0,0,1.93,A,12/31/2021 00:00:00,DNBF,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,206, , , ,FG  ,,
SCKSKULL,001,BLACK,,302  ,S,S ,2021,TUE ,CDL,882,06/25/2021,POE,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SCKSKULL.JPG,SCROLLING SKULLS METALLIC FOIL GOLD BLAC,TABLECLOTH,TABLECLOTH,SCKSKULL-001-302,0,0,3.3,A,6/16/2022 00:00:00,KSKU,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,302, , , ,FG  ,,
SCKSKULL,001,BLACK,,308  ,S,S ,2021,TUE ,CDL,882,06/25/2021,POE,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SCKSKULL.JPG,SCROLLING SKULLS METALLIC FOIL GOLD BLAC,TABLECLOTH,TABLECLOTH,SCKSKULL-001-308,0,0,3.09,A,6/16/2022 00:00:00,KSKU,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,308, , , ,FG  ,,
SCLLPMDLLNS,405,NAVY/AQUA,,106  ,S,S ,2024,ROSS,CDL,0,,DIR,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SCLLPMDLLNS.JPG,SCALLOP MEDALLIONS 72X72 SHOWER CURTAIN,SHOWER,SHOWER CURTAINS 72X72 MICROFI ,SCLLPMDLLNS-405-106,0,0,1.75,A,,LLPM,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,106, , , ,FG  ,COR       ,CORE
SCLLPMDLLNS,405,NAVY/AQUA,,106  ,S,S ,2024,ROSS,CDL,0,01/27/2024,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SCLLPMDLLNS.JPG,SCALLOP MEDALLIONS 72X72 SHOWER CURTAIN,SHOWER,SHOWER CURTAINS 72X72 MICROFI ,SCLLPMDLLNS-405-106,0,0,1.75,A,,LLPM,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,106, , , ,FG  ,COR       ,CORE
SCLLPSRRL,020,GREY,,206  ,S,S ,2023,TJX ,CDL,0,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SCLLPSRRL.JPG,SCALLOP SPIRAL  2PK 18X28 KT,KITCHEN,KITCHEN TOWELS,SCLLPSRRL-020-206,0,0,2.17013,A,9/8/2023 00:00:00,LLPS,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,206, , , ,FG  ,STOCK     ,STOCK
SCLPTRLS,004,ONYX,,106  ,S,S ,2023,TJX ,CDL,0,,AZ ,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SCLPTRLS.JPG,SCLPTRLS 72X72 SHOWER CURTAIN,SHOWER,SHOWER CURTAINS 72X72 MICROFI ,SCLPTRLS-004-106,0,0,3.14,A,12/15/2023 00:00:00,LPTR,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,106, , , ,FG  ,COR       ,CORE
SCLTRLLS,400,BLUE,,120  ,S,S ,2021,ROSS,CDL,1250,05/20/2021,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SCLTRLLS.JPG,SCALE TRELLIS  70X72 SC W/ HOOKS,SHOWER,SHOWER CURTAINS 72X72 MICROFI ,SCLTRLLS-400-120,0,0,3.94,A,2/15/2022 00:00:00,LTRL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,120, , , ,FG  ,,
SCMARTINI,960,MULTI,,206  ,S,S ,2021,TUE ,CDL,1200,06/24/2021,POE,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SCMARTINI.JPG,SCARY MARTINI 18X28 KT,KITCHEN,KITCHEN TOWELS,SCMARTINI-960-206,0,0,2.02,A,6/29/2021 00:00:00,MART,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,206, , , ,FG  ,,
SCNBTTFLY,960,MULTI,,206  ,S,S ,2021,TJX ,CDL,492,11/11/2021,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SCNBTTFLY.JPG,SCANDANAVIAN BUTTERFLY 2PK 18X28 KT,KITCHEN,KITCHEN TOWELS,SCNBTTFLY-960-206,0,0,1.94,A,12/31/2021 00:00:00,NBTT,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,206, , , ,FG  ,,
SCRLLNGFLTTR,960,MULTI,,301  ,S,S ,2023,ROSS,CDL,0,,DIR,ON HAND,1,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SCRLLNGFLTTR.JPG,SCRLLNGFLTTR 52/70 TABLECLOTH,TABLECLOTH,TABLECLOTH,SCRLLNGFLTTR-960-301,0,0,2.02,A,,RLLN,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,301, , , ,FG  ,SPR       ,SPRING EASTER
SCRLLNGFLTTR,960,MULTI,,301  ,S,S ,2023,ROSS,CDL,0,12/01/2023,DIR,DUE MAKER,3,CDL,\\SVR-GA-FS2\IMAGES\COLORDRIFT\SCRLLNGFLTTR.JPG,SCRLLNGFLTTR 52/70 TABLECLOTH,TABLECLOTH,TABLECLOTH,SCRLLNGFLTTR-960-301,0,0,2.02,A,,RLLN,\\SVR-GA-FS2\IMAGES\COLORDRIFT\,301, , , ,FG  ,SPR       ,SPRING EASTER
